datetime,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2002-03-31,47822576.094022825,3700696.685137625,1470790.7019024894,1904339.3044438516,2512091.1783531676,1404175.744439361,1518572.5605979736,1375618.2967631577,9960016.523450762,2712996.940014172,3083374.3519415413,2511076.5042985515,550021.1119843154,2022743.9832723923,1926919.257264473,10128431.586592078,1048408.3864271371
2002-04-07,47829051.94432863,3700430.3717866284,1470967.9836932626,1904689.710849606,2512147.351925851,1404517.0903994062,1518588.9956553502,1375839.9331158085,9963873.489397371,2712979.7714796476,3083927.592640871,2511720.9000545437,550022.7241215123,2022497.598189435,1926808.3814253653,10129158.875784073,1048664.446927415
2002-04-14,47836600.875681624,3700119.664546018,1471174.6892304223,1905098.1678565906,2512212.5797681785,1404914.6794167738,1518608.1984458535,1376098.165625065,9968371.625084035,2712959.6741394573,3084572.343769871,2512472.1850847392,550024.8788353401,2022210.3915487658,1926679.0606117311,10130004.660429744,1048962.7984960608
2002-04-21,47844143.10067159,3699808.9483334394,1471381.2620704744,1905506.247438226,2512277.4759263075,1405311.5706568914,1518627.4319899392,1376356.0284960885,9972867.975320855,2712939.5042326953,3085216.344979662,2513222.920864284,550027.3285045046,2021923.4461941686,1926549.7767710104,10130847.516478246,1049260.734715207
2002-04-28,47851678.619298525,3699498.223148892,1471587.7022134196,1905913.949594512,2512342.0404002382,1405707.764119759,1518646.6962876068,1376613.5217288784,9977362.54010783,2712919.2617593617,3085859.596270243,2513973.107393177,550030.0731290057,2021636.7621256434,1926420.5299032032,10131687.443929581,1049558.2555848535
2002-05-05,47859207.43156242,3699187.4889923767,1471794.009659257,1906321.274325449,2512406.2731899708,1406103.2598053762,1518665.9913388565,1376870.6453234348,9981855.319444958,2712898.946719456,3086502.0976416147,2514722.7446714193,550033.1127088433,2021350.33934319,1926291.3200083096,10132524.44278375,1049855.3611050004
2002-05-12,47866729.53746329,3698876.745863892,1472000.1844079874,1906728.2216310368,2512470.1742955046,1406498.057713743,1518685.3171436882,1377127.399279758,9986346.313332243,2712878.5591129786,3087143.849093777,2515471.83269901,550036.4472440175,2021064.1778468085,1926162.1470863293,10133358.51304075,1050152.0512756472
2002-05-19,47874244.93700113,3698565.9937634394,1472206.2264596103,1907134.7915112753,2512533.74371684,1406892.1578448599,1518704.673702102,1377383.7835978477,9990835.521769682,2712858.0989399296,3087784.85062673,2516220.3714759494,550040.0767345283,2020778.277636499,1926033.011137263,10134189.654700583,1050448.3260967948
2002-05-26,47881753.63017593,3698255.232691018,1472412.1358141259,1907540.9839661648,2512596.9814539775,1407285.5601987266,1518724.0610140976,1377639.798277704,9995322.944757275,2712837.5662003085,3088425.1022404735,2516968.3610022375,550044.0011803756,2020492.638712261,1925903.9121611097,10135017.867763247,1050744.1855684423
2002-06-02,47888184.31517968,3697988.8589165593,1472588.5239305028,1907888.8485277307,2512650.921235121,1407622.2068425966,1518740.703187435,1377858.9452300074,9999167.886245746,2712819.908952138,3088973.292463495,2517609.0577232316,550047.5997514718,2020248.0133110126,1925793.2853232569,10135725.433749828,1050997.4488169875
2002-06-09,47895680.553680286,3697678.0811819104,1472794.1868475333,1908294.3400498289,2512713.5429873187,1408014.3133244272,1518760.147613226,1378114.273438859,10003651.993397914,2712799.2414460266,3089612.151370135,2518356.027212596,550052.0719715157,2019962.859632337,1925664.2550110861,10136548.207989182,1051292.5369252786
2002-06-16,47903170.08581785,3697367.2944752933,1472999.7170674566,1908699.4541465775,2512775.8330553174,1408405.7220290075,1518779.622792599,1378369.232009477,10008134.315100236,2712778.5013733436,3090250.260357566,2519102.4474513093,550056.839146896,2019677.9672397336,1925535.2616718288,10137368.053631369,1051587.2096840697
2002-06-23,47910652.91159239,3697056.4987967075,1473205.1145902723,1909104.1908179773,2512837.7914391183,1408796.4329563375,1518799.1287255543,1378623.8209418617,10012614.851352714,2712757.6887340886,3090887.6194257876,2519848.318439371,550061.901277613,2019393.3361332016,1925406.3053054854,10138184.970676389,1051881.4670933615
2002-06-30,47918129.03100389,3696745.694146153,1473410.3794159808,1909508.5500640275,2512899.4181387206,1409186.4461064176,1518818.6654120917,1378878.040236013,10017093.602155346,2712736.8035282623,3091524.2285747994,2520593.6401767815,550067.2583636665,2019108.9663127419,1925277.3859120551,10138998.95912424,1052175.3091531533
2002-07-07,47925598.44405237,3696434.88052363,1473615.511544582,1909912.531884729,2512960.7131541246,1409575.7614792471,1518838.2328522108,1379131.8898919309,10021570.567508133,2712715.845755864,3092160.087804602,2521338.412663541,550072.9104050567,2018824.857778354,1925148.5034915388,10139810.018974924,1052468.7358634456
2002-07-14,47933061.15073781,3696124.057929138,1473820.5109760757,1910316.136280081,2513021.67648533,1409964.3790748266,1518857.831045912,1379385.3699096153,10026045.747411076,2712694.815416894,3092795.1971151954,2522082.6358996485,550078.8574017833,2018541.010530038,1925019.6580439357,10140618.15022844,1052761.747224238
2002-07-21,47940517.15106022,3695813.226362678,1474025.3777104623,1910719.3632500838,2513082.308132337,1410352.2988931558,1518877.4599931955,1379638.4802890664,10030519.141864173,2712673.712511352,3093429.5565065793,2522826.3098851056,550085.0993538466,2018257.424567794,1924890.8495692464,10141423.35288479,1053054.343235531
2002-07-28,47947966.445019595,3695502.3858242496,1474230.1117477415,1911122.2127947374,2513142.608095146,1410739.5209342348,1518897.119694061,1379891.2210302842,10034990.750867426,2712652.5370392385,3094063.1659787535,2523569.434619911,550091.6362612465,2017974.0998916216,1924762.0780674706,10142225.62694397,1053346.523897324
2002-08-04,47954346.21641012,3695235.9439360704,1474405.4924493441,1911467.2120046727,2513194.029784008,1411070.8701671443,1518913.9953435722,1380107.5617494686,10038822.137512174,2712634.328877502,3094605.6629375727,2524205.961519634,550097.474085102,2017731.4581315722,1924651.7319219408,10142910.959498992,1053596.6338802795
2002-08-11,47961783.055695295,3694925.0867354143,1474609.9800491382,1911869.360616535,2513253.713761877,1411456.7963361873,1518933.712158233,1380359.6160196816,10043290.43068,2712613.018638898,3095237.879702644,2524948.0662175156,550104.5587666983,2017448.618700962,1924523.0290841472,10143707.794734864,1053888.043178716
2002-08-18,47969213.18861744,3694614.2205627896,1474814.334951825,1912271.131803048,2513313.0660555474,1411842.0247279801,1518953.4597264756,1380611.300651661,10047756.938397981,2712591.6358337225,3095869.3465485056,2525689.6216647457,550111.9384036312,2017166.0405564238,1924394.3632192672,10144501.701373566,1054179.0371276527
2002-08-25,47976636.61517654,3694303.3454181966,1475018.5571574045,1912672.5255642121,2513372.0866650194,1412226.5553425227,1518973.2380483006,1380862.615645407,10052221.660666117,2712570.180461975,3096500.063475158,2526430.627861325,550119.6129959007,2016883.7236979576,1924265.7343273007,10145292.679415101,1054469.6157270896
2002-09-01,47982994.214509696,3694036.873867591,1475193.4991461218,1913016.2769597278,2513422.411765307,1412555.5976384007,1518990.2153729198,1381077.73429533,10056047.14439505,2712551.732386267,3097040.0811092444,2527065.3388711396,550126.4259782159,2016641.945781656,1924155.5104187506,10145968.329669284,1054718.35251374
2002-09-08,47990405.1863946,3693725.98206077,1475397.474914216,1913416.9697881,2513480.8163898396,1412938.8323809071,1519010.0508085398,1381328.3628180712,10060508.55082776,2712530.142248029,3097669.4053287935,2527805.325030795,550134.6483446818,2016360.114168752,1924026.9501907662,10146753.868887508,1055008.1597498206
2002-09-15,47997809.45191648,3693415.081281981,1475601.3179852031,1913817.2851911236,2513538.8893301734,1413321.3693461635,1519029.916997742,1381578.621702579,10064968.171810625,2712508.4795432193,3098297.979629133,2528544.761939799,550143.1656664844,2016078.5438419196,1923898.4269356958,10147536.479508564,1055297.5516364013
2002-09-22,48005207.011075325,3693104.1715312237,1475805.0283590828,1914217.2231687976,2513596.630586309,1413703.2085341695,1519049.813940526,1381828.5109488533,10069426.007343644,2712486.7442718376,3098925.804010263,2529283.649598152,550151.9779436236,2015797.2348011592,1923769.9406535386,10148316.161532452,1055586.5281734823
2002-09-29,48012597.863871135,3692793.2528084973,1476008.606035855,1914616.7837211227,2513654.040158246,1414084.3499449254,1519069.7416368923,1382078.0305568944,10073882.057426818,2712464.9364338843,3099552.878472184,2530021.9880058533,550161.0851760992,2015516.1870464708,1923641.4913442952,10149092.914959174,1055875.0893610637
2002-10-06,48019982.010303915,3692482.3251138027,1476212.05101552,1915015.9668480982,2513711.1180459852,1414464.793578431,1519089.7000868407,1382327.180526702,10078336.322060147,2712443.0560293593,3100179.2030148953,2530759.7771629035,550170.4873639115,2015235.4005778544,1923513.0790079653,10149866.739788728,1056163.2351991453
2002-10-13,48027359.450373664,3692171.3884471394,1476415.3632980776,1915414.772549725,2513767.8642495256,1414844.5394346863,1519109.689290371,1382575.960858276,10082788.801243631,2712421.1030582627,3100804.777638397,2531497.017069302,550180.1845070603,2014954.8753953099,1923384.7036445488,10150637.636021115,1056450.965687727
2002-10-20,48034730.18408038,3691860.4428085075,1476618.542883528,1915813.2008260023,2513824.2787688677,1415223.5875136917,1519129.7092474834,1382824.371551617,10087239.494977271,2712399.077520594,3101429.60234269,2532233.70772505,550190.1766055458,2014674.6114988371,1923256.365254046,10151405.603656333,1056738.2808268094
2002-10-27,48042094.21142406,3691549.488197907,1476821.5897718708,1916211.2516769303,2513880.3616040116,1415601.9378154466,1519149.7599581778,1383072.4126067243,10091688.403261065,2712376.979416354,3102053.677127773,2532969.849130146,550200.4636593678,2014394.6088884363,1923128.0638364567,10152170.642694386,1057025.1806163918
2002-11-03,48048400.89714398,3691282.9485335806,1476995.524345814,1916552.1377208154,2513928.1686120178,1415925.6827003642,1519166.970758971,1383284.7250235286,10095500.332146278,2712357.9804270808,3102588.001497657,2533600.39031869,550209.5158944423,2014154.8146133337,1923018.1206202297,10152824.05951701,1057270.7641374525
2002-11-10,48055752.469813466,3690971.977260753,1477198.3247966717,1916949.4876389522,2513983.6354622217,1416302.737130083,1519187.0785834608,1383532.079607631,10099945.924594644,2712335.7475563497,3103210.683575637,2534335.5116868624,550220.3507224608,2013875.297248495,1922889.8878666228,10153583.65973175,1057556.8925636783
2002-11-17,48063097.33611991,3690660.997015957,1477400.9925504224,1917346.4601317397,2514038.770628227,1416679.0937825516,1519207.2171615325,1383779.0645535004,10104389.731593167,2712313.4421190475,3103832.6157344077,2535070.083804384,550231.4805058158,2013596.0411697284,1922761.6920859292,10154340.331349323,1057842.6056404046
2002-11-24,48070435.49606333,3690350.007799192,1477603.5276070656,1917743.0551991782,2514093.574110034,1417054.7526577702,1519227.3864931862,1384025.679861136,10108831.753141845,2712291.064115173,3104453.7979739686,2535804.1066712537,550242.9052445075,2013317.0463770335,1922633.5332781493,10155094.074369729,1058127.9033676311
2002-12-01,48077766.949643716,3690039.0096104583,1477805.9299666015,1918139.2728412673,2514148.0459076427,1417429.7137557385,1519247.586578422,1384271.9255305384,10113271.989240678,2712268.613544727,3105074.2302943203,2536537.5802874723,550254.6249385356,2013038.3128704105,1922505.4114432829,10155844.888792966,1058412.7857453579
2002-12-08,48085091.696861066,3689728.0024497565,1478008.19962903,1918535.1130580073,2514202.186021053,1417803.9770764566,1519267.81741724,1384517.8015617074,10117710.439889666,2712246.0904077096,3105693.9126954623,2537270.50465304,550266.6395879005,2012759.8406498595,1922377.3265813303,10156592.774619035,1058697.2527735848
2002-12-15,48092409.737715386,3689416.9863170856,1478210.336594351,1918930.5758493983,2514255.994450265,1418177.5426199245,1519288.07900964,1384763.307954643,10122147.105088808,2712223.49470412,3106312.8451773953,2538002.8797679557,550278.9491926018,2012481.6297153805,1922249.278692291,10157337.731847938,1058981.3044523122
2002-12-22,48099721.072206676,3689105.9612124464,1478412.340862565,1919325.66121544,2514309.4711952787,1418550.410386142,1519308.371355622,1385008.444709345,10126581.984838106,2712200.8264339585,3106931.0277401186,2538734.705632221,550291.5537526398,2012203.6800669732,1922121.2677761652,10158079.760479672,1059264.9407815398
2002-12-29,48107025.70033493,3688794.927135839,1478614.2124336716,1919720.3691561322,2514362.616256094,1418922.5803751096,1519328.6944551861,1385253.2118258139,10131015.079137558,2712178.0855972255,3107548.4603836327,2539465.9822458345,550304.4532680142,2011925.9917046379,1921993.293832953,10158818.86051424,1059548.1617612678
2003-01-05,48113281.47244163,3688528.319357792,1478787.1395928406,1920058.3898483866,2514407.9051718186,1419241.0278490663,1519346.1387321532,1385462.7180094994,10134813.453179048,2712158.5356943873,3108077.0914893146,2540092.3536131075,550315.7447558481,2011688.1810707343,1921883.6313090494,10159450.043905307,1059790.5920167388
2003-01-12,48120573.64589568,3688217.268618957,1478988.764726462,1920452.3968562877,2514460.434247694,1419611.9019659976,1519366.5189455126,1385706.7986549633,10139243.231643073,2712135.6600911636,3108693.1314257253,2540822.610189797,550329.192045419,2011410.9779539611,1921755.7260298196,10160183.705116564,1060073.04163311
2003-01-19,48127859.112986706,3687906.2089081537,1479190.257162976,1920846.0264388395,2514512.631639371,1419982.078305679,1519386.929912454,1385950.5096621937,10143671.224657254,2712112.7119213683,3109308.421442927,2541552.3175158356,550342.9342903265,2011134.03612326,1921627.8577235031,10160914.437730653,1060355.0758999817
2003-01-26,48135137.87371469,3687595.1402253816,1479391.6169023828,1921239.2785960422,2514564.4973468496,1420351.5568681099,1519407.3716329774,1386193.8510311907,10148097.432221591,2712089.6911850013,3109922.961540919,2542281.4755912228,550356.9714905707,2010857.3555786305,1921500.0263901004,10161642.241747573,1060636.6948173537
2003-02-02,48141371.473764025,3687328.502784908,1479564.1053486664,1921576.0514738767,2514608.6896740003,1420667.6974050351,1519424.9175850528,1386402.1351456149,10151889.903347267,2712069.901368191,3110449.113321868,2542906.031068587,550369.2381368643,2010620.4087884747,1921390.4861031761,10162263.742837802,1060877.7518765195
2003-02-09,48148637.77981781,3687017.4174399083,1479765.218650588,1921968.6026982882,2514659.9393965392,1421035.8800954302,1519445.4164193713,1386644.7900436071,10156312.795076177,2712046.7458653334,3111062.2607127563,2543634.1691070506,550383.8231113049,2010344.2134894074,1921262.7234337558,10162986.10803141,1061158.599430535
2003-02-16,48155897.37950856,3686706.3231229405,1479966.1992554024,1922360.7764973503,2514710.8574348795,1421403.3650085747,1519465.9460072722,1386887.075303366,10160733.90135524,2712023.5177959045,3111674.6581844357,2544361.757894863,550398.7030410821,2010068.279476412,1921134.997737249,10163705.544627855,1061439.0316350504
2003-02-23,48163150.27283628,3686395.2198340036,1480167.0471631095,1922752.5728710631,2514761.4437890216,1421770.1521444693,1519486.506348755,1387128.9909248913,10165153.22218446,2712000.2171599036,3112286.3057369054,2545088.797432024,550413.8779261959,2009792.6067494887,1921007.3090136556,10164422.05262713,1061719.0484900663
2003-03-02,48172465.567152776,3685995.2167077847,1480425.0852037997,1923255.7564816503,2514825.9960145047,1422240.7102995578,1519512.9862624553,1387439.48215353,10170832.582589602,2711970.1525708986,3113071.6078108344,2546022.7554890495,550433.8218965306,2009438.5543168562,1920843.1921251535,10165338.973952807,1062078.459851332
2003-03-09,48179703.131650716,3685684.092911491,1480625.6298038326,1923646.6901688508,2514875.824233336,1422605.9025160233,1519533.61689784,1387680.5528876649,10175247.822390605,2711946.6860684482,3113681.541262254,2546748.53959615,550449.6709652708,2009163.47881524,1920715.5879110768,10166048.788015699,1062357.5273360629
2003-03-16,48186933.98978561,3685372.9601432295,1480826.0417067583,1924037.246430702,2514925.3207679694,1422970.3969552384,1519554.2782868068,1387921.2539835663,10179661.276741762,2711923.1469994257,3114290.7247944647,2547473.7744525997,550465.8149893477,2008888.6645996957,1920588.0206699136,10166755.673481423,1062636.1794712942
2003-03-23,48194158.141557485,3685061.818402999,1481026.3209125767,1924427.4252672042,2514974.4856184036,1423334.1936172033,1519574.9704293555,1388161.5854412343,10184072.945643075,2711899.5353638316,3114899.1584074656,2548198.460058398,550482.2539687611,2008614.1116702233,1920460.490401664,10167459.63034998,1062914.4162570254
2003-03-30,48201375.58696632,3684750.6676908,1481226.467421288,1924817.226678357,2515023.31878464,1423697.2925019183,1519595.6933254863,1388401.547260669,10188482.82909454,2711875.8511616657,3115506.842101257,2548922.596413545,550498.987903511,2008339.8200268229,1920332.9971063281,10168160.65862137,1063192.2376932572
2003-04-06,48207556.63102781,3684483.959939389,1481397.9159555465,1925151.0417738631,2515064.911790726,1424007.9647436582,1519613.480285225,1388606.9346183252,10192261.308123473,2711855.4926598845,3116027.1169643197,2549542.847559275,550513.5660365238,2008104.920866292,1920223.7465663182,10168759.209072571,1063430.0397685887
2003-04-13,48214761.62176245,3684172.7925649625,1481597.8160267726,1925540.1422522247,2515113.1289720223,1424369.767756337,1519634.260295151,1388846.209966755,10196667.875739513,2711831.673691228,3116633.407951008,2550265.963877498,550530.8477454702,2007831.1144684535,1920096.3219349645,10169454.798520649,1063707.0898414638
2003-04-20,48221959.90613405,3683861.616218568,1481797.5834008912,1925928.865305237,2515161.0144691207,1424730.8729917654,1519655.071058659,1389085.1156769514,10201072.657905709,2711807.782156,3117238.9490184872,2550988.53094507,550548.4244097533,2007557.5693566871,1919968.9342765242,10170147.45937156,1063983.7245648392
2003-04-27,48229151.48414262,3683550.4309002045,1481997.2180779024,1926317.2109329002,2515208.5682820203,1425091.2804499438,1519675.9125757494,1389323.6517489143,10205475.65462206,2711783.8180542,3117843.7401667563,2551710.548761991,550566.2960293728,2007284.2855309926,1919841.5835909978,10170837.191625303,1064259.943938715
2003-05-04,48236336.35578816,3683239.2366098724,1482196.7200578065,1926705.179135214,2515255.7904107217,1425450.990130872,1519696.7848464216,1389561.818182644,10209876.865888564,2711759.7813858287,3118447.7813958167,2552432.01732826,550584.462604329,2007011.26299137,1919714.2698783847,10171523.995281879,1064535.747963091
2003-05-11,48243514.52107066,3682928.0333475717,1482396.0893406032,1927092.7699121789,2515302.680855225,1425810.0020345498,1519717.687870676,1389799.6149781402,10214276.291705225,2711735.672150885,3119051.072705667,2553152.936643878,550602.9241346217,2006738.5017378193,1919586.9931386851,10172207.870341288,1064811.136637967
2003-05-18,48250685.97999014,3682616.8211133024,1482595.3259262925,1927479.9832637943,2515349.2396155293,1426168.3161609774,1519738.6216485123,1390037.042135403,10218673.93207204,2711711.49034937,3119653.614096308,2553873.306708845,550621.6806202511,2006466.0017703404,1919459.7533718992,10172888.816803528,1065086.1099633437
2003-05-25,48257850.732546575,3682305.599907065,1482794.4298148744,1927866.8191900607,2515395.4666916355,1426525.932510155,1519759.5861799307,1390274.0996544324,10223069.78698901,2711687.235981283,3120255.40556774,2554593.1275231605,550640.732061217,2006193.7630889334,1919332.5505780268,10173566.834668601,1065360.6679392206
2003-06-01,48263986.61130601,3682038.831732192,1482964.9846747369,1928198.0924413784,2515434.825906181,1426831.9054357202,1519777.58025563,1390476.997611741,10226836.241559802,2711666.388765855,3120770.6299544945,2555209.679633892,550657.2966281291,2005960.6236101112,1919223.5490392714,10174145.661914388,1065595.6727628193
2003-06-08,48271138.909188256,3681727.593863727,1483163.8421258337,1928584.2274348533,2515480.4369973475,1427188.2259128615,1519798.6019008437,1390713.3686597657,10231228.780641345,2711641.999631278,3121371.028718823,2555928.4804112837,550676.8958432915,2005688.8701742664,1919096.4149093814,10174818.24095615,1065869.4593753396
2003-06-15,48278284.50070746,3681416.347023294,1483362.566879823,1928969.9850029792,2515525.7164043155,1427543.8486127527,1519819.6542996394,1390949.3700695569,10235619.534273045,2711617.537930129,3121970.6775639425,2556646.731938024,550696.7900137905,2005417.3780244936,1918969.3177524048,10175487.891400743,1066142.83063836
2003-06-22,48285423.38586364,3681105.0912108915,1483561.1589367054,1929355.3651457557,2515570.6641270854,1427898.7735353936,1519840.7374520171,1391185.0018411146,10240008.5024549,2711593.003662408,3122569.576489852,2557364.4342141133,550716.979139626,2005146.1471607927,1918842.2575683417,10176154.613248171,1066415.7865518809
2003-06-29,48292555.56465678,3680793.826426521,1483759.6182964803,1929740.3678631831,2515615.2801656565,1428253.0006807845,1519861.851357977,1391420.263974439,10244395.685186908,2711568.3968281155,3123167.7254965524,2558081.5872395514,550737.4632207982,2004875.1775831636,1918715.2343571924,10176818.40649843,1066688.327115902
2003-07-06,48299681.03708689,3680482.5526701813,1483957.9449591478,1930124.9931552615,2515659.5645200294,1428606.530048925,1519882.996017519,1391655.15646953,10248781.08246907,2711543.717427251,3123765.1245840434,2558798.191014338,550758.2422573068,2004604.4692916065,1918588.2481189563,10177479.271151522,1066960.4523304233
2003-07-13,48306799.80315397,3680171.2699418734,1484156.1389247081,1930509.2410219903,2515703.517190204,1428959.3616398154,1519904.1714306427,1391889.6793263874,10253164.69430139,2711518.9654598148,3124361.7737523247,2559514.245538473,550779.3162491521,2004334.0222861213,1918461.2988536342,10178137.207207445,1067232.162195445
2003-07-20,48313911.86285801,3679859.9782415973,1484354.200193161,1930893.1114633703,2515747.13817618,1429311.4954534555,1519925.3775973488,1392123.8325450115,10257546.520683862,2711494.140925807,3124957.673001397,2560229.7508119573,550800.6851963339,2004063.8365667078,1918334.3865612252,10178792.214666203,1067503.456710967
2003-07-27,48321017.21619903,3679548.677569352,1484552.1287645064,1931276.604479401,2515790.4274779577,1429662.9314898455,1519946.6145176368,1392357.6161254025,10261926.561616492,2711469.243825227,3125552.8223312595,2560944.70683479,550822.3490988524,2003793.9121333663,1918207.51124173,10179444.293527791,1067774.3358769894
2003-08-03,48327102.18134524,3679281.8412807593,1484721.6762095946,1931605.012379088,2515827.2686002217,1429963.60700445,1519964.8420695101,1392557.7078495924,10265679.461343562,2711447.845696234,3126062.3534538117,2561557.0891242507,550841.1529185238,2003562.7562957432,1918098.790395298,10180000.88734202,1068006.1874349986
2003-08-10,48334195.08001205,3678970.5239462866,1484919.358343455,1931987.8044623272,2515869.94191706,1430313.7471688038,1519986.1361035935,1392790.8049589782,10270056.186440764,2711422.813829164,3126656.110076571,2562271.0251101595,550863.3645952387,2003293.317107964,1917971.983739785,10180647.527380299,1068276.2952376641
2003-08-17,48341281.27231583,3678659.197639846,1485116.9077802082,1932370.2191202173,2515912.2835496995,1430663.1895559074,1520007.460891259,1393023.5324301308,10274431.12608812,2711397.7093955223,3127249.116780121,2562984.411845417,550885.8712272901,2003024.1392062565,1917845.2140571857,10181291.23882141,1068545.9876908301
2003-08-24,48348360.758256584,3678347.8623614367,1485314.324519854,1932752.256352758,2515954.2934981403,1431011.9341657609,1520028.8164325063,1393255.8902630499,10278804.280285632,2711372.532395309,3127841.3735644617,2563697.249330024,550908.6728146782,2002755.222590621,1917718.4813474996,10181932.021665351,1068815.2647944964
2003-08-31,48355433.537834294,3678036.5181110585,1485511.6085623924,1933133.9161599497,2515995.9717623834,1431359.980998364,1520050.2027273357,1393487.8784577355,10283175.6490333,2711347.2828285233,3128432.880429593,2564409.537563979,550931.7693574028,2002486.5672610574,1917591.7856107275,10182569.875912128,1069084.126548663
2003-09-07,48361490.58261196,3677769.64446978,1485680.6035542174,1933460.752737775,2516031.431995332,1431657.7514811514,1520068.5583145304,1393686.4312798928,10286921.115458975,2711325.58258564,3128939.289439518,2565019.633177259,550951.8011543938,2002256.4992266726,1917483.2186923437,10183114.277199373,1069314.24889651
2003-09-14,48368550.90751548,3677458.2835571747,1485877.6411592707,1933841.7116121752,2516072.4942746344,1432004.5024417185,1520090.001723155,1393917.7330035735,10291289.168371215,2711300.198252364,3129529.4035975463,2565730.90137429,550975.445471315,2001988.329142671,1917356.5916195535,10183746.692622837,1069582.33928732
2003-09-21,48375604.52605596,3677146.913672601,1486074.5460672167,1934222.2930612264,2516113.2248697393,1432350.5556250354,1520111.4758853617,1394148.665089021,10295655.43583361,2711274.741352516,3130118.7678363645,2566441.6203206703,550999.3847435727,2001720.4203447415,1917230.0015196772,10184376.179449134,1069850.0143286302
